Pos,Dir,Team,P,W,D,L,GF,GA,DIFF,Points,Season
9,1,VFL Athens,11,4,2,5,14,11,3,14,Season 61509
10,0,VFL Rome,11,4,2,5,16,15,1,14,Season 61509
11,-1,VFL Paris,11,4,2,5,17,22,-5,14,Season 61509
12,1,VFL Berlin,11,3,3,5,9,12,-3,12,Season 61509
13,0,VFL Bern,11,2,2,7,9,19,-10,8,Season 61509
14,0,VFL Ankara,11,2,2,7,10,22,-12,8,Season 61509
15,0,VFL Copenhagen,11,1,4,6,10,21,-11,7,Season 61509
16,0,VFL Edinburgh,11,1,3,7,9,24,-15,6,Season 61509
1,0,VFL Amsterdam,12,9,1,2,20,8,12,28,Season 61509
2,0,VFL Madrid,12,8,2,2,22,12,10,26,Season 61509
3,0,VFL Oslo,12,6,4,2,20,8,12,22,Season 61509
4,0,VFL London,12,6,3,3,24,14,10,21,Season 61509
5,-1,VFL Lisbon,12,6,3,3,15,9,6,21,Season 61509
6,-1,VFL Brussels,12,6,2,4,14,13,1,20,Season 61509
7,1,VFL Stockholm,12,5,4,3,19,16,3,19,Season 61509
8,-1,VFL Athens,12,5,2,5,15,11,4,17,Season 61509
9,1,VFL Vienna,12,4,4,4,14,13,1,16,Season 61509
10,0,VFL Rome,12,4,3,5,18,17,1,15,Season 61509
11,-1,VFL Berlin,12,4,3,5,10,12,-2,15,Season 61509
12,1,VFL Paris,12,4,2,6,18,24,-6,14,Season 61509
13,0,VFL Bern,12,3,2,7,10,19,-9,11,Season 61509
14,0,VFL Ankara,12,2,2,8,10,23,-13,8,Season 61509
15,0,VFL Copenhagen,12,1,4,7,10,22,-12,7,Season 61509
16,0,VFL Edinburgh,12,1,3,8,9,27,-18,6,Season 61509
1,0,VFL Amsterdam,13,10,1,2,22,8,14,31,Season 61509
2,0,VFL Madrid,13,9,2,2,25,13,12,29,Season 61509
3,-1,VFL Lisbon,13,7,3,3,16,9,7,24,Season 61509
4,1,VFL Oslo,13,6,4,3,20,14,6,22,Season 61509
5,1,VFL London,13,6,3,4,25,17,8,21,Season 61509
6,-1,VFL Athens,13,6,2,5,17,12,5,20,Season 61509
7,1,VFL Brussels,13,6,2,5,14,15,-1,20,Season 61509
8,-1,VFL Vienna,13,5,4,4,20,13,7,19,Season 61509
9,1,VFL Stockholm,13,5,4,4,19,17,2,19,Season 61509
10,0,VFL Rome,13,5,3,5,20,18,2,18,Season 61509
11,-1,VFL Paris,13,5,2,6,19,24,-5,17,Season 61509
12,1,VFL Berlin,13,4,3,6,10,13,-3,15,Season 61509
13,0,VFL Bern,13,4,2,7,11,19,-8,14,Season 61509
14,0,VFL Ankara,13,2,2,9,11,25,-14,8,Season 61509
15,0,VFL Copenhagen,13,1,4,8,11,24,-13,7,Season 61509
16,0,VFL Edinburgh,13,1,3,9,9,28,-19,6,Season 61509
1,0,VFL Amsterdam,14,11,1,2,26,8,18,34,Season 61509
2,0,VFL Madrid,14,10,2,2,28,13,15,32,Season 61509
3,0,VFL Lisbon,14,8,3,3,18,10,8,27,Season 61509
4,0,VFL Oslo,14,6,5,3,21,15,6,23,Season 61509
5,0,VFL London,14,6,4,4,26,18,8,22,Season 61509
6,-1,VFL Stockholm,14,6,4,4,20,17,3,22,Season 61509
7,1,VFL Athens,14,6,2,6,17,14,3,20,Season 61509
8,1,VFL Brussels,14,6,2,6,15,17,-2,20,Season 61509
9,1,VFL Vienna,14,5,4,5,20,14,6,19,Season 61509
10,0,VFL Rome,14,5,3,6,21,20,1,18,Season 61509
11,-1,VFL Berlin,14,5,3,6,12,13,-1,18,Season 61509
12,1,VFL Paris,14,5,2,7,19,28,-9,17,Season 61509
13,0,VFL Bern,14,4,2,8,11,20,-9,14,Season 61509
14,0,VFL Ankara,14,3,2,9,12,25,-13,11,Season 61509
15,0,VFL Copenhagen,14,2,4,8,13,25,-12,10,Season 61509
16,0,VFL Edinburgh,14,1,3,10,9,31,-22,6,Season 61509
1,0,VFL Amsterdam,15,12,1,2,28,9,19,37,Season 61509
2,0,VFL Madrid,15,10,2,3,28,14,14,32,Season 61509
3,0,VFL Lisbon,15,8,4,3,21,13,8,28,Season 61509
4,-1,VFL London,15,7,4,4,29,18,11,25,Season 61509
5,1,VFL Oslo,15,6,5,4,22,17,5,23,Season 61509
6,-1,VFL Brussels,15,7,2,6,16,17,-1,23,Season 61509
7,1,VFL Stockholm,15,6,4,5,20,20,0,22,Season 61509
8,1,VFL Athens,15,6,3,6,19,16,3,21,Season 61509
9,0,VFL Vienna,15,5,4,6,21,16,5,19,Season 61509
10,0,VFL Rome,15,5,4,6,23,22,1,19,Season 61509
11,0,VFL Berlin,15,5,3,7,13,15,-2,18,Season 61509
12,0,VFL Paris,15,5,3,7,22,31,-9,18,Season 61509
13,0,VFL Bern,15,4,3,8,12,21,-9,15,Season 61509
14,0,VFL Ankara,15,4,2,9,14,26,-12,14,Season 61509
15,0,VFL Copenhagen,15,2,5,8,14,26,-12,11,Season 61509
16,0,VFL Edinburgh,15,2,3,10,11,32,-21,9,Season 61509
1,0,VFL Amsterdam,16,13,1,2,31,10,21,40,Season 61509
2,0,VFL Madrid,16,11,2,3,31,16,15,35,Season 61509
3,-1,VFL London,16,8,4,4,35,18,17,28,Season 61509
4,1,VFL Lisbon,16,8,4,4,22,16,6,28,Season 61509
5,-1,VFL Brussels,16,8,2,6,17,17,0,26,Season 61509
6,1,VFL Oslo,16,6,5,5,22,18,4,23,Season 61509
7,0,VFL Stockholm,16,6,4,6,20,24,-4,22,Season 61509
8,0,VFL Athens,16,6,3,7,20,18,2,21,Season 61509
9,0,VFL Vienna,16,5,5,6,24,19,5,20,Season 61509
10,0,VFL Rome,16,5,5,6,25,24,1,20,Season 61509
11,0,VFL Berlin,16,5,4,7,15,17,-2,19,Season 61509
12,-1,VFL Bern,16,5,3,8,14,22,-8,18,Season 61509
13,1,VFL Paris,16,5,3,8,24,34,-10,18,Season 61509
14,0,VFL Ankara,16,4,2,10,14,32,-18,14,Season 61509
15,0,VFL Copenhagen,16,2,6,8,17,29,-12,12,Season 61509
16,0,VFL Edinburgh,16,3,3,10,15,32,-17,12,Season 61509
1,0,VFL Amsterdam,17,14,1,2,34,12,22,43,Season 61509
2,0,VFL Madrid,17,11,2,4,33,19,14,35,Season 61509
3,0,VFL London,17,9,4,4,37,18,19,31,Season 61509
4,0,VFL Lisbon,17,9,4,4,24,16,8,31,Season 61509
5,-1,VFL Oslo,17,7,5,5,25,18,7,26,Season 61509
6,1,VFL Brussels,17,8,2,7,17,18,-1,26,Season 61509
7,0,VFL Stockholm,17,7,4,6,21,24,-3,25,Season 61509
8,-1,VFL Vienna,17,6,5,6,27,21,6,23,Season 61509
9,-1,VFL Rome,17,5,6,6,27,26,1,21,Season 61509
10,1,VFL Athens,17,6,3,8,22,21,1,21,Season 61509
11,0,VFL Berlin,17,5,4,8,15,19,-4,19,Season 61509
12,0,VFL Bern,17,5,4,8,16,24,-8,19,Season 61509
13,0,VFL Paris,17,5,3,9,24,37,-13,18,Season 61509
14,-1,VFL Edinburgh,17,4,3,10,18,33,-15,15,Season 61509
15,1,VFL Ankara,17,4,2,11,15,35,-20,14,Season 61509
16,1,VFL Copenhagen,17,2,6,9,17,31,-14,12,Season 61509
1,0,VFL Amsterdam,18,14,1,3,34,13,21,43,Season 61509
2,0,VFL Madrid,18,12,2,4,35,19,16,38,Season 61509
3,0,VFL London,18,10,4,4,40,18,22,34,Season 61509
4,0,VFL Lisbon,18,9,4,5,24,18,6,31,Season 61509
5,0,VFL Oslo,18,8,5,5,26,18,8,29,Season 61509
6,0,VFL Brussels,18,9,2,7,20,18,2,29,Season 61509
7,0,VFL Stockholm,18,7,5,6,23,26,-3,26,Season 61509
8,-1,VFL Rome,18,6,6,6,30,28,2,24,Season 61509
9,1,VFL Vienna,18,6,5,7,29,24,5,23,Season 61509
10,-1,VFL Berlin,18,6,4,8,17,19,-2,22,Season 61509
11,1,VFL Athens,18,6,3,9,22,24,-2,21,Season 61509
12,0,VFL Bern,18,5,4,9,16,26,-10,19,Season 61509
13,0,VFL Paris,18,5,4,9,26,39,-13,19,Season 61509
14,-1,VFL Copenhagen,18,3,6,9,20,32,-12,15,Season 61509
15,1,VFL Edinburgh,18,4,3,11,19,36,-17,15,Season 61509
16,1,VFL Ankara,18,4,2,12,15,38,-23,14,Season 61509
1,0,VFL Amsterdam,19,14,1,4,34,14,20,43,Season 61509
2,0,VFL Madrid,19,13,2,4,37,20,17,41,Season 61509
3,0,VFL London,19,11,4,4,43,18,25,37,Season 61509
4,0,VFL Lisbon,19,10,4,5,25,18,7,34,Season 61509
5,0,VFL Oslo,19,8,5,6,26,19,7,29,Season 61509
6,0,VFL Brussels,19,9,2,8,20,19,1,29,Season 61509
7,0,VFL Stockholm,19,8,5,6,24,26,-2,29,Season 61509
8,0,VFL Rome,19,6,6,7,30,31,-1,24,Season 61509
9,0,VFL Vienna,19,6,5,8,29,25,4,23,Season 61509
10,0,VFL Berlin,19,6,4,9,18,21,-3,22,Season 61509
11,-1,VFL Bern,19,6,4,9,17,26,-9,22,Season 61509
12,-1,VFL Paris,19,6,4,9,29,39,-10,22,Season 61509
13,1,VFL Athens,19,6,3,10,24,28,-4,21,Season 61509
14,0,VFL Copenhagen,19,4,6,9,21,32,-11,18,Season 61509
15,0,VFL Edinburgh,19,5,3,11,23,38,-15,18,Season 61509
16,0,VFL Ankara,19,4,2,13,15,41,-26,14,Season 61509
1,-1,VFL Madrid,20,14,2,4,39,21,18,44,Season 61509
2,1,VFL Amsterdam,20,14,1,5,35,16,19,43,Season 61509
3,0,VFL London,20,12,4,4,45,19,26,40,Season 61509
4,0,VFL Lisbon,20,11,4,5,27,19,8,37,Season 61509
5,-1,VFL Brussels,20,10,2,8,22,19,3,32,Season 61509
6,1,VFL Oslo,20,8,5,7,27,21,6,29,Season 61509
7,0,VFL Stockholm,20,8,5,7,25,28,-3,29,Season 61509
8,-1,VFL Vienna,20,7,5,8,31,26,5,26,Season 61509
9,1,VFL Rome,20,6,7,7,30,31,-1,25,Season 61509
10,-1,VFL Paris,20,7,4,9,30,39,-9,25,Season 61509
11,1,VFL Berlin,20,6,4,10,19,23,-4,22,Season 61509
12,1,VFL Bern,20,6,4,10,18,28,-10,22,Season 61509
13,0,VFL Athens,20,6,3,11,24,30,-6,21,Season 61509
14,-1,VFL Edinburgh,20,5,4,11,23,38,-15,19,Season 61509
15,1,VFL Copenhagen,20,4,6,10,21,33,-12,18,Season 61509
16,0,VFL Ankara,20,5,2,13,17,42,-25,17,Season 61509
1,-1,VFL Amsterdam,21,15,1,5,36,16,20,46,Season 61509
2,1,VFL Madrid,21,14,2,5,40,24,16,44,Season 61509
3,0,VFL London,21,13,4,4,47,20,27,43,Season 61509
4,0,VFL Lisbon,21,11,5,5,27,19,8,38,Season 61509
5,0,VFL Brussels,21,11,2,8,23,19,4,35,Season 61509
6,-1,VFL Stockholm,21,9,5,7,28,29,-1,32,Season 61509
7,1,VFL Oslo,21,8,6,7,27,21,6,30,Season 61509
8,0,VFL Vienna,21,7,5,9,32,28,4,26,Season 61509
9,0,VFL Rome,21,6,7,8,30,32,-2,25,Season 61509
10,0,VFL Paris,21,7,4,10,30,41,-11,25,Season 61509
11,-1,VFL Athens,21,7,3,11,26,30,-4,24,Season 61509
12,1,VFL Berlin,21,6,5,10,19,23,-4,23,Season 61509
13,1,VFL Bern,21,6,5,10,20,30,-10,23,Season 61509
14,0,VFL Edinburgh,21,5,5,11,25,40,-15,20,Season 61509
15,0,VFL Copenhagen,21,4,6,11,21,34,-13,18,Season 61509
16,0,VFL Ankara,21,5,3,13,17,42,-25,18,Season 61509
1,0,VFL Amsterdam,22,16,1,5,40,17,23,49,Season 61509
2,0,VFL Madrid,22,15,2,5,43,24,19,47,Season 61509
3,0,VFL London,22,14,4,4,49,20,29,46,Season 61509
4,0,VFL Lisbon,22,11,6,5,27,19,8,39,Season 61509
5,0,VFL Brussels,22,12,2,8,25,19,6,38,Season 61509
6,-1,VFL Oslo,22,9,6,7,29,21,8,33,Season 61509
7,1,VFL Stockholm,22,9,5,8,28,31,-3,32,Season 61509
8,-1,VFL Paris,22,8,4,10,33,41,-8,28,Season 61509
9,1,VFL Vienna,22,7,5,10,32,29,3,26,Season 61509
10,1,VFL Rome,22,6,7,9,30,35,-5,25,Season 61509
11,0,VFL Athens,22,7,3,12,27,34,-7,24,Season 61509
12,0,VFL Berlin,22,6,5,11,19,25,-6,23,Season 61509
13,0,VFL Bern,22,6,5,11,20,32,-12,23,Season 61509
14,0,VFL Edinburgh,22,6,5,11,26,40,-14,23,Season 61509
15,0,VFL Copenhagen,22,4,7,11,21,34,-13,19,Season 61509
16,0,VFL Ankara,22,5,3,14,17,45,-28,18,Season 61509
1,0,VFL Amsterdam,23,16,2,5,40,17,23,50,Season 61509
2,0,VFL Madrid,23,16,2,5,45,24,21,50,Season 61509
3,0,VFL London,23,15,4,4,53,22,31,49,Season 61509
4,0,VFL Lisbon,23,11,7,5,28,20,8,40,Season 61509
5,0,VFL Brussels,23,12,2,9,25,22,3,38,Season 61509
6,0,VFL Oslo,23,9,7,7,30,22,8,34,Season 61509
7,0,VFL Stockholm,23,9,6,8,30,33,-3,33,Season 61509
8,0,VFL Paris,23,9,4,10,35,42,-7,31,Season 61509
9,0,VFL Vienna,23,8,5,10,35,29,6,29,Season 61509
10,0,VFL Rome,23,6,8,9,30,35,-5,26,Season 61509
11,0,VFL Athens,23,7,4,12,28,35,-7,25,Season 61509
12,0,VFL Berlin,23,6,6,11,21,27,-6,24,Season 61509
13,0,VFL Bern,23,6,5,12,21,34,-13,23,Season 61509
14,0,VFL Edinburgh,23,6,5,12,28,44,-16,23,Season 61509
15,0,VFL Copenhagen,23,4,7,12,21,36,-15,19,Season 61509
16,0,VFL Ankara,23,5,4,14,18,46,-28,19,Season 61509
1,-1,VFL Madrid,24,17,2,5,46,24,22,53,Season 61509
2,-1,VFL London,24,15,5,4,53,22,31,50,Season 61509
3,1,VFL Amsterdam,24,16,2,6,40,18,22,50,Season 61509
4,0,VFL Lisbon,24,11,8,5,29,21,8,41,Season 61509
5,0,VFL Brussels,24,12,3,9,25,22,3,39,Season 61509
6,0,VFL Oslo,24,10,7,7,33,23,10,37,Season 61509
7,0,VFL Stockholm,24,10,6,8,32,34,-2,36,Season 61509
8,0,VFL Paris,24,10,4,10,39,44,-5,34,Season 61509
9,0,VFL Vienna,24,8,5,11,37,33,4,29,Season 61509
10,-1,VFL Berlin,24,7,6,11,23,27,-4,27,Season 61509
11,1,VFL Rome,24,6,9,9,31,36,-5,27,Season 61509
12,-1,VFL Bern,24,7,5,12,22,34,-12,26,Season 61509
13,1,VFL Athens,24,7,4,13,28,36,-8,25,Season 61509
14,0,VFL Edinburgh,24,6,5,13,28,46,-18,23,Season 61509
15,0,VFL Copenhagen,24,4,7,13,22,39,-17,19,Season 61509
16,0,VFL Ankara,24,5,4,15,19,48,-29,19,Season 61509
1,0,VFL Madrid,25,17,3,5,48,26,22,54,Season 61509
2,0,VFL London,25,15,6,4,56,25,31,51,Season 61509
3,0,VFL Amsterdam,25,16,3,6,41,19,22,51,Season 61509
4,0,VFL Lisbon,25,12,8,5,31,21,10,44,Season 61509
5,0,VFL Brussels,25,12,4,9,26,23,3,40,Season 61509
6,-1,VFL Stockholm,25,11,6,8,33,34,-1,39,Season 61509
7,1,VFL Oslo,25,10,8,7,35,25,10,38,Season 61509
8,0,VFL Paris,25,10,5,10,42,47,-5,35,Season 61509
9,0,VFL Vienna,25,8,6,11,38,34,4,30,Season 61509
10,-1,VFL Rome,25,6,10,9,33,38,-5,28,Season 61509
11,1,VFL Berlin,25,7,6,12,23,31,-8,27,Season 61509
12,-1,VFL Athens,25,7,5,13,30,38,-8,26,Season 61509
13,1,VFL Bern,25,7,5,13,22,36,-14,26,Season 61509
14,0,VFL Edinburgh,25,6,6,13,29,47,-18,24,Season 61509
15,-1,VFL Ankara,25,6,4,15,23,48,-25,22,Season 61509
16,1,VFL Copenhagen,25,4,7,14,22,40,-18,19,Season 61509
1,0,VFL Madrid,26,18,3,5,52,26,26,57,Season 61509
2,0,VFL London,26,15,7,4,57,26,31,52,Season 61509
3,0,VFL Amsterdam,26,16,4,6,42,20,22,52,Season 61509
4,0,VFL Lisbon,26,13,8,5,33,21,12,47,Season 61509
5,0,VFL Brussels,26,13,4,9,27,23,4,43,Season 61509
6,0,VFL Stockholm,26,12,6,8,37,36,1,42,Season 61509
7,0,VFL Oslo,26,10,9,7,36,26,10,39,Season 61509
8,0,VFL Paris,26,11,5,10,47,47,0,38,Season 61509
9,0,VFL Vienna,26,8,6,12,38,36,2,30,Season 61509
10,0,VFL Rome,26,6,11,9,34,39,-5,29,Season 61509
11,0,VFL Berlin,26,7,6,13,23,32,-9,27,Season 61509
12,0,VFL Athens,26,7,5,14,32,42,-10,26,Season 61509
13,0,VFL Bern,26,7,5,14,22,40,-18,26,Season 61509
14,0,VFL Edinburgh,26,6,6,14,29,52,-23,24,Season 61509
15,0,VFL Ankara,26,6,5,15,25,50,-25,23,Season 61509
16,0,VFL Copenhagen,26,4,8,14,24,42,-18,20,Season 61509
1,0,VFL Madrid,27,19,3,5,54,26,28,60,Season 61509
2,-1,VFL Amsterdam,27,17,4,6,44,20,24,55,Season 61509
3,1,VFL London,27,15,7,5,58,28,30,52,Season 61509
4,0,VFL Lisbon,27,14,8,5,35,22,13,50,Season 61509
5,0,VFL Brussels,27,14,4,9,30,24,6,46,Season 61509
6,-1,VFL Oslo,27,11,9,7,37,26,11,42,Season 61509
7,1,VFL Stockholm,27,12,6,9,38,40,-2,42,Season 61509
8,0,VFL Paris,27,11,5,11,48,50,-2,38,Season 61509
9,-1,VFL Rome,27,7,11,9,38,40,-2,32,Season 61509
10,1,VFL Vienna,27,8,6,13,38,38,0,30,Season 61509
11,0,VFL Berlin,27,8,6,13,26,32,-6,30,Season 61509
12,0,VFL Athens,27,8,5,14,36,43,-7,29,Season 61509
13,0,VFL Bern,27,7,5,15,22,41,-19,26,Season 61509
14,0,VFL Edinburgh,27,6,6,15,29,54,-25,24,Season 61509
15,0,VFL Ankara,27,6,5,16,26,54,-28,23,Season 61509
16,0,VFL Copenhagen,27,4,8,15,24,45,-21,20,Season 61509
1,0,VFL Madrid,28,19,3,6,55,28,27,60,Season 61509
2,0,VFL Amsterdam,28,18,4,6,48,21,27,58,Season 61509
3,0,VFL London,28,16,7,5,60,29,31,55,Season 61509
4,0,VFL Lisbon,28,14,8,6,35,23,12,50,Season 61509
5,0,VFL Brussels,28,14,4,10,31,28,3,46,Season 61509
6,0,VFL Oslo,28,12,9,7,40,26,14,45,Season 61509
7,0,VFL Stockholm,28,13,6,9,40,40,0,45,Season 61509
8,0,VFL Paris,28,12,5,11,50,50,0,41,Season 61509
9,0,VFL Rome,28,7,11,10,39,44,-5,32,Season 61509
10,-1,VFL Athens,28,9,5,14,38,44,-6,32,Season 61509
11,1,VFL Vienna,28,8,6,14,38,41,-3,30,Season 61509
12,1,VFL Berlin,28,8,6,14,26,34,-8,30,Season 61509
13,-1,VFL Edinburgh,28,7,6,15,30,54,-24,27,Season 61509
14,1,VFL Bern,28,7,5,16,22,43,-21,26,Season 61509
15,0,VFL Ankara,28,7,5,16,30,55,-25,26,Season 61509
16,0,VFL Copenhagen,28,4,8,16,25,47,-22,20,Season 61509
1,0,VFL Madrid,29,20,3,6,58,28,30,63,Season 61509
2,0,VFL Amsterdam,29,19,4,6,51,22,29,61,Season 61509
3,0,VFL London,29,16,8,5,62,31,31,56,Season 61509
4,0,VFL Lisbon,29,14,9,6,36,24,12,51,Season 61509
5,-1,VFL Stockholm,29,14,6,9,42,41,1,48,Season 61509
6,1,VFL Brussels,29,14,5,10,32,29,3,47,Season 61509
7,1,VFL Oslo,29,12,10,7,42,28,14,46,Season 61509
8,0,VFL Paris,29,12,5,12,51,53,-2,41,Season 61509
9,0,VFL Rome,29,8,11,10,43,44,-1,35,Season 61509
10,0,VFL Athens,29,10,5,14,39,44,-5,35,Season 61509
11,0,VFL Vienna,29,8,6,15,39,43,-4,30,Season 61509
12,0,VFL Berlin,29,8,6,15,26,35,-9,30,Season 61509
13,-1,VFL Bern,29,8,5,16,24,44,-20,29,Season 61509
14,1,VFL Edinburgh,29,7,6,16,30,57,-27,27,Season 61509
15,0,VFL Ankara,29,7,5,17,31,57,-26,26,Season 61509
16,0,VFL Copenhagen,29,4,8,17,25,51,-26,20,Season 61509
1,0,VFL Madrid,30,21,3,6,63,29,34,66,Season 61509
2,0,VFL Amsterdam,30,19,4,7,51,23,28,61,Season 61509
3,0,VFL London,30,16,9,5,65,34,31,57,Season 61509
4,0,VFL Lisbon,30,15,9,6,40,25,15,54,Season 61509
5,-1,VFL Oslo,30,13,10,7,44,29,15,49,Season 61509
6,1,VFL Stockholm,30,14,7,9,45,44,1,49,Season 61509
7,1,VFL Brussels,30,14,5,11,33,34,-1,47,Season 61509
8,0,VFL Paris,30,12,5,13,52,57,-5,41,Season 61509
9,0,VFL Rome,30,9,11,10,47,46,1,38,Season 61509
10,0,VFL Athens,30,10,5,15,41,48,-7,35,Season 61509
11,-1,VFL Berlin,30,9,6,15,27,35,-8,33,Season 61509
12,1,VFL Vienna,30,8,6,16,39,44,-5,30,Season 61509
13,0,VFL Bern,30,8,6,16,24,44,-20,30,Season 61509
14,-1,VFL Ankara,30,8,5,17,32,57,-25,29,Season 61509
15,1,VFL Edinburgh,30,7,6,17,31,59,-28,27,Season 61509
16,0,VFL Copenhagen,30,4,9,17,25,51,-26,21,Season 61509
1,0,VFL Madrid,1,1,0,0,3,1,2,3,Season 61508
1,0,VFL Oslo,1,1,0,0,3,1,2,3,Season 61508
3,0,VFL Rome,1,1,0,0,3,2,1,3,Season 61508
4,0,VFL Copenhagen,1,1,0,0,1,0,1,3,Season 61508
5,0,VFL Berlin,1,0,1,0,1,1,0,1,Season 61508
5,0,VFL Bern,1,0,1,0,1,1,0,1,Season 61508
5,0,VFL Edinburgh,1,0,1,0,1,1,0,1,Season 61508
5,0,VFL Lisbon,1,0,1,0,1,1,0,1,Season 61508
5,0,VFL London,1,0,1,0,1,1,0,1,Season 61508
5,0,VFL Stockholm,1,0,1,0,1,1,0,1,Season 61508
11,0,VFL Athens,1,0,1,0,0,0,0,1,Season 61508
11,0,VFL Vienna,1,0,1,0,0,0,0,1,Season 61508
13,0,VFL Amsterdam,1,0,0,1,2,3,-1,0,Season 61508
14,0,VFL Paris,1,0,0,1,0,1,-1,0,Season 61508
15,0,VFL Ankara,1,0,0,1,1,3,-2,0,Season 61508
15,0,VFL Brussels,1,0,0,1,1,3,-2,0,Season 61508
1,0,VFL Oslo,2,1,1,0,5,3,2,4,Season 61508
2,-1,VFL Berlin,2,1,1,0,3,1,2,4,Season 61508
3,-1,VFL Athens,2,1,1,0,2,1,1,4,Season 61508
4,0,VFL Copenhagen,2,1,1,0,1,0,1,4,Season 61508
4,-1,VFL Vienna,2,1,1,0,1,0,1,4,Season 61508
6,1,VFL Madrid,2,1,0,1,4,3,1,3,Season 61508
7,1,VFL Rome,2,1,0,1,3,3,0,3,Season 61508
8,-1,VFL Ankara,2,1,0,1,2,3,-1,3,Season 61508
8,-1,VFL Brussels,2,1,0,1,2,3,-1,3,Season 61508
10,1,VFL London,2,0,2,0,3,3,0,2,Season 61508
11,1,VFL Stockholm,2,0,2,0,1,1,0,2,Season 61508
12,-1,VFL Amsterdam,2,0,1,1,3,4,-1,1,Season 61508
13,1,VFL Edinburgh,2,0,1,1,1,2,-1,1,Season 61508
13,1,VFL Lisbon,2,0,1,1,1,2,-1,1,Season 61508
13,-1,VFL Paris,2,0,1,1,1,2,-1,1,Season 61508
16,1,VFL Bern,2,0,1,1,1,3,-2,1,Season 61508
1,-1,VFL Berlin,3,2,1,0,5,2,3,7,Season 61508
2,1,VFL Oslo,3,1,2,0,6,4,2,5,Season 61508
3,-1,VFL London,3,1,2,0,4,3,1,5,Season 61508
4,1,VFL Athens,3,1,2,0,3,2,1,5,Season 61508
5,-1,VFL Stockholm,3,1,2,0,2,1,1,5,Season 61508
